energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.741,0.337,124.925,0.0427,0.00544,0.0,4,0.702,9,187585,-5.33,0.646,1,BTS,Permission to Dance,86,0
0.865,0.136,193.667,0.172,0.00068,0.000357,4,0.434,0,175533,-7.017,0.545,1,Lillasyster,Monster Truck,46,0
0.201,0.107,165.869,0.0379,0.975,0.803,3,0.416,8,339333,-11.461,0.372,1,Lee Morgan,Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,49,0
0.26,0.0675,174.322,0.0401,0.539,0.00078,5,0.454,8,324133,-13.193,0.598,0,The Dave Brubeck Quartet,Take Five,67,0
0.752,0.0722,99.96,0.0542,0.111,2.53e-06,4,0.812,9,173143,-3.864,0.398,0,LIT killah,En la Oscuridad,75,0
0.601,0.185,89.993,0.0313,0.00282,0.000111,4,0.478,8,266539,-7.0,0.605,0,Selvagens à Procura de Lei,Ali,37,0
0.593,0.116,112.014,0.0315,0.19,0.0,4,0.756,11,215696,-7.278,0.405,0,Malli,Toma Toma,22,0
0.855,0.272,101.962,0.0585,0.111,0.0,4,0.67,11,205360,-2.122,0.42,0,KEY,BAD LOVE,67,0
0.659,0.129,169.992,0.0498,0.0734,0.0,4,0.696,1,148882,-4.979,0.648,1,Mrabet,Mi Amore (feat. KILATE TESLA),41,0
0.499,0.131,121.924,0.0317,0.768,0.107,4,0.435,9,352293,-8.576,0.683,0,Chet Baker,I'll Remember April - Instrumental,0,0
0.716,0.171,138.075,0.0337,0.273,1.78e-05,4,0.466,4,316522,-5.35,0.135,1,Gabriela Gomes,Deus Emanuel,54,0
0.802,0.332,124.025,0.0451,0.00059,0.819,4,0.701,2,152131,-4.771,0.365,1,Bingo Players,Devotion - 2020 Remix,63,0
0.275,0.0924,103.088,0.0292,0.795,5.01e-05,4,0.584,6,272080,-11.356,0.266,1,Amythyst Kiah,Wild Turkey,44,0
0.394,0.33,150.106,0.0332,0.713,1.1e-05,4,0.567,9,129302,-11.47,0.357,0,Nicolas Candido,Chuva no Sertão,23,0
0.583,0.201,73.64,0.19,0.673,2.38e-06,4,0.492,8,178533,-9.927,0.798,1,Art Pepper,Four Brothers,51,0
0.905,0.114,107.955,0.0542,0.0962,0.00309,4,0.641,9,214520,-6.805,0.789,1,Hound Dog Taylor,Give Me Back My Wig - Remastered,46,0
0.656,0.121,124.005,0.0308,0.00762,0.398,4,0.711,11,238585,-8.262,0.0914,0,Sonny Fodera,Last Thought (feat. MKLA),66,0
0.495,0.074,118.066,0.0527,0.239,0.00175,4,0.792,0,517400,-11.603,0.719,1,B.B. King,Why I Sing The Blues,55,0
0.72,0.129,122.031,0.218,0.223,0.0,4,0.789,8,166794,-5.652,0.664,0,Topic,Breaking Me,83,0
0.432,0.143,139.986,0.0414,0.658,0.0,3,0.708,11,128857,-8.197,0.613,1,Alex Sant'Anna,Fim de Mundo,26,0
0.869,0.349,77.387,0.317,0.35,0.0,4,0.698,9,154032,-3.757,0.418,0,Mazyn,Fayadan,14,0
0.835,0.134,80.017,0.0628,0.0517,0.0,4,0.692,6,196670,-4.978,0.566,0,ATEEZ,Deja Vu,76,0
0.892,0.112,138.063,0.0467,0.24,4.33e-05,4,0.621,1,266945,-6.02,0.641,0,Nando Reis,Espera a Primavera,43,0
0.777,0.0754,94.949,0.0379,0.483,0.0,4,0.528,9,257416,-3.229,0.493,0,Sachet-Parampara,Chhor Denge,60,0
0.729,0.349,113.012,0.0886,0.167,1.39e-06,4,0.73,4,221820,-3.434,0.467,0,Dua Lipa,Break My Heart,72,0
0.977,0.0489,97.094,0.0509,0.462,1.17e-06,4,0.822,10,145979,-1.431,0.824,0,Gloria Groove,MIL GRAU,38,0
0.528,0.101,95.018,0.0464,0.686,0.0,4,0.7,7,214737,-10.446,0.427,0,Saad Brizzy,Don't Message Me,14,0
0.467,0.206,87.155,0.0898,0.803,9.68e-05,3,0.526,2,434693,-11.641,0.604,1,Buddy Guy,Stone Crazy,9,0
0.964,0.312,174.973,0.12,0.000302,3.06e-06,4,0.391,2,140229,-3.119,0.393,1,Onlap,Freak Like Me,53,0
0.333,0.106,73.271,0.0636,0.705,0.0,4,0.482,2,295547,-9.78,0.414,1,Allison Russell,Nightflyer,48,0
0.762,0.136,89.022,0.0395,0.376,4.37e-06,4,0.676,8,142965,-5.317,0.719,1,As Baías,Quarto Andar,46,0
0.238,0.0978,126.188,0.0318,0.946,0.904,3,0.478,4,280481,-17.115,0.178,0,Mary Lou Williams,It Ain't Necessarily So,49,0
0.383,0.0717,113.189,0.405,0.373,0.0,5,0.918,3,338824,-7.164,0.752,0,Mc Kelvinho,"Avisa Lá, Pt.3",68,0
0.918,0.0818,142.038,0.0696,0.00232,0.0,4,0.494,6,210211,-4.213,0.469,1,Solence,Dead Tomorrow,52,0
0.585,0.102,102.017,0.0661,0.258,0.000514,4,0.561,4,178918,-5.218,0.292,0,Cheque,Dangerous (feat. Ayra Starr),55,0
0.533,0.403,129.966,0.0344,0.691,0.0,4,0.807,4,117692,-5.695,0.681,0,MC Zaquin,Ei Tudo Bem,44,0
0.727,0.138,149.978,0.0499,0.0647,0.0,4,0.629,4,230400,-4.387,0.132,0,Matuê,Máquina do Tempo,71,0
0.291,0.111,109.774,0.108,0.595,0.0,4,0.699,0,180000,-12.6,0.592,0,Knust,Amanhã,42,0
0.355,0.0738,132.419,0.0319,0.957,0.0,4,0.385,7,252633,-7.976,0.404,1,Anderson Freire,Carta Para Deus,55,0
0.593,0.109,149.952,0.0274,0.599,0.0,4,0.513,5,200399,-7.219,0.486,1,Vagnão,Remate (Você e Eu),27,0
0.972,0.0627,138.019,0.0793,6.78e-05,0.000702,4,0.502,10,197280,-3.96,0.729,0,The Killers,Somebody Told Me,61,0
0.394,0.112,124.989,0.0326,0.174,0.00259,4,0.777,0,297129,-10.709,0.445,1,Liniker,Psiu,52,0
0.711,0.0876,112.985,0.041,0.0332,0.0,4,0.789,2,190306,-4.248,0.753,1,Jason Derulo,Take You Dancing,82,0
0.716,0.362,89.954,0.0461,0.706,0.0,4,0.52,4,218823,-6.601,0.801,0,Péricles,Na Estrada,46,0
0.952,0.209,84.945,0.0821,0.00014,0.00763,4,0.463,0,183000,-5.562,0.135,0,Stick To Your Guns,More of Us Than Them,46,0
0.607,0.108,119.978,0.0387,0.469,0.0,4,0.776,9,180625,-4.946,0.242,0,Bela Maria,Me Deixa,31,0
0.49,0.327,67.591,0.0267,0.736,0.00728,4,0.554,9,232453,-8.725,0.578,1,Johnny Winter,Mean Mistreater,48,0
0.913,0.222,130.425,0.0343,6.59e-05,0.267,4,0.47,7,145533,-10.196,0.977,1,Minutemen,Corona,53,0
0.905,0.136,153.398,0.054,0.00172,0.0104,4,0.542,9,203347,-5.653,0.374,1,Kings of Leon,Sex on Fire,67,0
0.296,0.193,111.452,0.0308,0.914,0.927,4,0.419,6,498107,-14.721,0.121,1,Alice Coltrane,Turiya & Ramakrishna,7,0
0.454,0.156,112.214,0.03,0.417,0.000315,4,0.693,10,183133,-10.275,0.914,0,Slim Harpo,I'm A King Bee,47,0
0.291,0.0571,83.443,0.0647,0.765,0.000133,4,0.611,2,283740,-18.392,0.534,1,Art Blakey & The Jazz Messengers,Quick Trick,50,0
0.876,0.29,124.999,0.0408,0.129,1.39e-06,4,0.629,5,188260,-5.572,0.645,0,Navos,Believe Me,79,0
0.512,0.111,152.489,0.0528,0.129,0.0,3,0.333,9,224725,-8.204,0.152,1,Priscilla Alcantara,Girassol,68,0
0.125,0.354,94.833,0.0295,0.906,0.00141,4,0.636,9,188825,-12.926,0.243,0,Penny and Sparrow,Adeline,50,0
0.513,0.0662,147.766,0.134,0.11,0.000264,4,0.765,4,237627,-9.093,0.624,0,Planet Roots,Fire In Babylon,34,0
0.494,0.273,75.995,0.0306,0.451,0.00225,4,0.59,1,198898,-8.034,0.138,0,Lamutes,Sozinho,30,0
0.634,0.132,139.98,0.0413,0.0106,0.0,4,0.658,1,170813,-5.797,0.29,0,Justin Bieber,Hold On,80,0
0.981,0.318,116.231,0.0857,0.000294,0.0308,4,0.451,7,198067,-4.208,0.325,1,Spiritbox,Yellowjacket (feat. Sam Carter),63,0
0.516,0.117,120.015,0.0499,0.213,0.0,4,0.714,0,188000,-7.996,0.437,0,Jotta A,Pessoa Certa,40,0
0.588,0.177,118.866,0.0472,0.158,0.0,4,0.59,2,161045,-11.002,0.336,1,Felukah,What She Does,0,0
0.489,0.172,102.04,0.0525,0.163,0.0,4,0.662,5,195881,-7.067,0.506,1,Kygo,Love Me Now (feat. Zoe Wees),79,0
0.723,0.374,75.989,0.0339,0.0422,7.48e-06,4,0.403,7,194274,-4.609,0.441,1,yama,Oz.,63,0
0.0679,0.0943,124.593,0.0401,0.955,7.18e-05,4,0.463,6,262000,-12.45,0.107,0,Surya,Soul Whispers - Acoustic,26,0
0.757,0.107,95.018,0.0738,0.112,0.0634,4,0.893,10,165000,-2.843,0.681,1,KiDi,Touch It,72,0
0.356,0.108,77.026,0.032,0.727,0.00649,4,0.361,4,243662,-9.848,0.22,0,Mick Flannery,In the Game,37,0
0.642,0.113,142.063,0.0314,0.209,0.0,4,0.49,1,283360,-6.709,0.276,0,Isadora Pompeo,Como Nunca Antes,0,0
0.649,0.111,94.02,0.0601,0.172,0.000237,4,0.74,7,165957,-4.297,0.645,1,Maria Becerra,Mi Debilidad,78,0
0.554,0.123,139.554,0.0283,0.00557,3.06e-06,4,0.419,1,337897,-8.09,0.136,1,Isaias Saad,Inexplicável Amor - Ao Vivo,57,0
0.39,0.111,165.812,0.0375,0.523,0.00108,4,0.471,2,190469,-11.256,0.336,1,Gilberto Gil,Tenho Sede,41,0
0.655,0.118,91.004,0.0866,0.0391,0.0,4,0.743,7,213626,-5.228,0.164,0,AP Dhillon,Saada Pyaar,65,0
0.738,0.148,137.992,0.0434,0.129,0.0,4,0.81,2,175424,-3.469,0.9,1,Mariana Coelho,Tranquila,0,0
0.523,0.265,95.061,0.0495,0.014,9.65e-06,4,0.769,7,248524,-10.576,0.68,1,Madayati,Força,28,0
0.823,0.355,131.831,0.0585,0.053,0.0,4,0.652,7,168887,-4.31,0.353,1,Gloria Groove,BONEKINHA,72,0
0.693,0.192,118.052,0.116,0.619,0.0,4,0.842,6,281700,-4.601,0.881,0,Planta E Raiz,Só Agradece,43,0
0.771,0.359,99.258,0.0385,5.46e-05,0.0,3,0.388,2,100600,-9.393,0.826,1,Descendents,Suburban Home,55,0
0.836,0.0663,104.973,0.079,0.0558,0.0,4,0.584,0,202204,-4.925,0.484,1,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori,79,0
0.904,0.292,113.138,0.0613,0.0109,0.000371,4,0.327,11,277000,-3.3,0.439,0,Babyshambles,Fuck Forever,0,0
0.455,0.131,89.647,0.067,0.499,9.99e-06,4,0.62,1,170044,-12.417,0.194,1,sobhhï,options,25,0
0.182,0.0929,81.293,0.0306,0.821,0.000399,4,0.382,7,180440,-12.856,0.129,1,Vancouver Sleep Clinic,The Wire,53,0
0.605,0.0781,123.003,0.113,0.00865,0.00826,4,0.534,9,215267,-4.366,0.56,1,The Raconteurs,"Steady, As She Goes",0,0
0.743,0.304,169.998,0.246,0.208,0.000339,4,0.77,7,134400,-4.938,0.523,1,Lia Clark,Eu Viciei,55,0
0.403,0.106,112.017,0.0401,0.692,0.818,4,0.799,4,268201,-11.364,0.748,0,Saulo Duarte,Se Você Tem Amor,30,0
0.577,0.146,101.059,0.0811,0.098,1.39e-05,4,0.813,7,181008,-6.814,0.39,0,Cruz Cafuné,Malaikah,46,0
0.947,0.157,150.7,0.169,0.0012,0.243,4,0.358,9,166120,-7.884,0.194,1,Minor Threat,Salad Days,51,0
0.719,0.874,151.886,0.0424,0.647,0.0,4,0.603,9,214966,-7.939,0.698,1,Sorriso Maroto,Eu Topo - Ao Vivo,63,0
0.563,0.703,135.873,0.0335,0.079,0.0,4,0.211,3,348364,-6.632,0.106,0,Kemuel,Aba - Ao Vivo,60,0
0.949,0.0891,160.042,0.0688,0.00232,7.16e-05,4,0.442,4,227348,-4.58,0.472,1,ONE OK ROCK,Wonder,60,0
0.837,0.298,79.715,0.0526,0.0978,0.0,4,0.526,4,231880,-5.007,0.625,1,The Lone Bellow,Dried Up River,45,0
0.129,0.204,59.991,0.0326,0.939,0.000229,4,0.279,9,153707,-14.595,0.0796,1,Sarah Vaughan,I'll Never Smile Again,41,0
0.494,0.0545,126.045,0.274,0.19,4.86e-06,4,0.958,2,211429,-7.45,0.622,1,NOG,Taca o Bumbum (Papatracks#6) [feat. L7NNON],58,0
0.46,0.0919,91.989,0.0764,0.107,0.0,4,0.636,2,180750,-5.937,0.649,1,Gaab,Melhor Que Ontem,57,0
0.747,0.129,120.073,0.0971,0.138,0.0,4,0.658,8,164268,-6.567,0.326,0,Tiësto,"The Business, Pt. II",69,0
0.568,0.0599,139.977,0.0374,0.0137,0.0,4,0.759,5,116571,-7.532,0.484,0,Zach Matari,Flip It,40,0
0.357,0.606,114.078,0.0616,0.68,0.24,4,0.723,5,188240,-12.587,0.804,0,Sonny Boy Williamson II,Help Me,39,0
0.389,0.175,100.887,0.177,0.489,0.0,4,0.709,11,199604,-10.611,0.404,0,Adam Nabeel,Like That,17,0
0.553,0.901,102.946,0.0342,0.293,0.0,4,0.753,9,303320,-7.687,0.567,0,Natiruts,"Sorri, Sou Rei - Faixa Bônus Ao Vivo",50,0
0.689,0.112,70.0,0.437,0.528,1.55e-06,3,0.719,6,127070,-4.612,0.955,1,Tz da Coronel,Trajado de Glock Ela Joga na Cara,65,0
0.782,0.94,87.515,0.0741,0.298,0.0,4,0.404,5,223273,-7.848,0.732,1,Thiaguinho,Domingando - Ao Vivo,59,0
0.735,0.25,139.955,0.0526,0.12,3.14e-05,4,0.693,11,224703,-5.854,0.834,0,Vanessa Da Mata,Nação de Passarinhos,48,0
0.584,0.256,94.998,0.182,0.633,0.0,4,0.779,1,146500,-8.124,0.616,0,anees,love is crazy,44,0
0.535,0.0837,84.947,0.0415,0.623,0.0391,4,0.638,9,277653,-7.792,0.504,0,Metronomy,The Look,0,0
0.634,0.0746,93.357,0.0364,0.779,0.402,4,0.496,5,423573,-10.328,0.606,0,Chet Baker,Autumn Leaves,57,0
0.607,0.958,89.996,0.0413,0.714,0.0,4,0.649,0,212024,-7.837,0.711,1,Turma do Pagode,Faz um Coração Aí (Ao Vivo),59,0
0.734,0.0776,108.029,0.0371,0.0549,0.0,4,0.626,8,218819,-4.963,0.808,0,Nakimushi,アブノーマリティー。,44,0
0.861,0.196,119.99,0.0497,0.000458,3.24e-05,4,0.638,7,149500,-9.106,0.747,1,Vaundy,泣き地蔵,63,0
0.566,0.0832,79.997,0.0782,0.165,0.0,4,0.758,0,204224,-6.995,0.869,1,Chimarruts,Brisa Positiva,42,0
0.807,0.218,121.012,0.0397,0.000886,0.258,4,0.816,11,166612,-7.412,0.515,1,Iker Azcué,Addicted,42,0
0.943,0.178,182.381,0.121,0.741,0.414,4,0.282,2,128427,-7.746,0.15,1,Misfits,Where Eagles Dare,59,0
0.727,0.428,120.031,0.0386,0.0341,1.03e-05,4,0.705,8,200133,-4.524,0.762,0,Majid Jordan,Summer Rain,64,0
0.207,0.112,100.675,0.0336,0.905,0.845,4,0.572,3,280093,-17.262,0.624,1,Benny Golson,The Masquerade Is Over,52,0
0.171,0.158,118.883,0.0569,0.99,0.864,4,0.652,7,213387,-16.1,0.562,1,Oscar Peterson Trio,Stormy Weather,0,0
0.931,0.361,122.961,0.0719,0.00076,0.0049,4,0.451,9,302840,-3.871,0.172,1,MGMT,Kids,78,0
0.764,0.103,169.928,0.0483,0.0383,0.0,4,0.591,1,141806,-5.484,0.478,1,The Kid LAROI,STAY (with Justin Bieber),98,0
0.856,0.71,170.008,0.039,0.606,0.0,4,0.61,0,176103,-6.193,0.938,0,Pixote,Vai Errar de Novo - Ao Vivo,61,0
0.409,0.354,169.83,0.0566,0.183,0.0,3,0.644,4,177514,-9.169,0.476,0,Jeff Black,Volta,19,0
0.787,0.21,97.032,0.148,0.133,2.15e-05,4,0.865,6,139560,-3.179,0.828,0,Diamond Platnumz,Kamata,50,0
0.507,0.0855,90.619,0.0619,0.36,0.0,4,0.438,3,218667,-7.173,0.135,1,Chris MC,Procurando,56,0
0.483,0.202,122.863,0.0542,0.15,0.0265,4,0.705,1,181786,-12.209,0.713,1,Junior Wells,She's A Sweet One,50,0
0.572,0.0909,135.03,0.395,0.24,0.0,4,0.843,4,171452,-7.896,0.56,0,Start Rap,Resenha dos Crias,48,0
0.79,0.847,78.956,0.101,0.482,0.0,4,0.567,4,227371,-6.073,0.628,0,Maneva,Pisando Descalço - Ao Vivo Em São Paulo,0,0
0.768,0.0466,121.987,0.0339,0.000832,0.0,4,0.665,5,195813,-5.515,0.288,0,Dj Emir,Fearless,19,0
0.419,0.0963,95.039,0.108,0.0893,0.0,4,0.71,7,200173,-6.312,0.597,0,Duquesa,GEMINI,47,0
0.159,0.0831,129.996,0.121,0.856,0.0186,4,0.822,6,205481,-13.082,0.42,1,Eric,Real (Citando Djonga),30,0
0.655,0.0976,112.021,0.138,0.586,0.0,4,0.7,1,175714,-6.71,0.217,0,Paulo Arthur,Melhor Versão,28,0
0.241,0.122,79.537,0.0314,0.593,0.195,4,0.56,4,293733,-15.385,0.341,0,B.B. King,Chains And Things,58,0
0.597,0.0605,105.004,0.0535,0.0309,2.21e-06,4,0.643,1,185143,-8.358,0.202,0,Naila,Lonely Tower,17,0
0.621,0.101,194.022,0.231,0.273,2.83e-05,4,0.757,6,153402,-6.0,0.522,0,Twinjabi,Teju,49,0
0.318,0.169,126.05,0.0432,0.867,0.00038,4,0.71,0,194240,-8.948,0.58,0,Etta Jones,Bye Bye Blackbird,51,0
0.101,0.0906,137.832,0.0513,0.966,3.89e-05,4,0.516,10,245000,-12.753,0.31,0,Dinah Washington,You Don't Know What Love Is,46,0
0.84,0.0507,149.985,0.0587,0.00437,0.0,4,0.519,11,222533,-4.387,0.717,1,フレデリック×須田景凪,ANSWER,44,0
0.607,0.104,87.535,0.367,0.476,0.0,4,0.681,11,133636,-5.3,0.306,0,Dalsin,Parabellum,62,0
0.438,0.232,119.845,0.0394,0.472,0.0,3,0.607,4,205505,-6.448,0.474,0,Murilo França,Afrodite,36,0
0.546,0.24,94.204,0.0254,0.212,8.2e-05,4,0.623,11,242640,-6.436,0.593,0,Yola,Starlight,55,0
0.185,0.138,182.068,0.0707,0.913,1.29e-06,3,0.51,11,190592,-9.43,0.207,0,Fran,Ninguém,49,0
0.554,0.109,136.089,0.0698,0.644,0.0,4,0.717,11,187059,-10.078,0.65,0,Douglas Lopes,Abra as Cortinas,31,0
0.627,0.328,145.821,0.0321,0.388,0.0,4,0.634,11,187053,-6.804,0.759,0,Ferrugem,Eu não sou de me entregar,67,0
0.828,0.0944,140.089,0.297,0.326,0.0,4,0.719,1,126857,-5.314,0.806,0,Pepita,Perdeu,44,0
0.265,0.0909,126.073,0.0319,0.883,0.0,4,0.512,7,206507,-9.286,0.381,1,George Sauma,Ouça No Fone,21,0
0.263,0.0984,112.668,0.0287,0.877,0.28,4,0.465,9,357423,-18.128,0.127,1,Michael Naura Quartet,Soledad de Murcia,45,0
0.701,0.123,110.968,0.0286,0.235,0.000158,4,0.762,8,208867,-3.541,0.742,1,Doja Cat,Kiss Me More (feat. SZA),90,0
0.734,0.198,134.91,0.0385,0.243,9.33e-05,4,0.542,0,154542,-4.456,0.477,1,Bahamas,I Got You Babe (feat. The 400 Unit),46,0
0.971,0.227,133.098,0.166,0.000661,0.000862,4,0.423,1,219866,-2.541,0.395,0,Black Veil Brides,Born Again,57,0
0.467,0.114,110.131,0.0277,0.596,0.0,4,0.73,6,199815,-10.498,0.641,0,Frejat,Cartas e Versos,43,0
0.846,0.123,114.981,0.0716,0.137,1.15e-05,4,0.875,7,164046,-5.276,0.697,1,Sachin-Jigar,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",71,0
0.351,0.124,105.016,0.19,0.737,9.35e-05,4,0.739,10,141881,-9.201,0.375,0,Lucas Muto,Meu Vício,34,0
0.151,0.116,136.759,0.0376,0.706,0.00136,4,0.532,0,562640,-17.266,0.211,1,Miles Davis,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",61,0
0.776,0.156,134.043,0.031,0.598,3.6e-06,4,0.741,6,214030,-3.527,0.889,0,Ponto De Equilíbrio,Familia Ponto,37,0
0.71,0.0956,127.975,0.0292,0.145,0.115,4,0.733,5,239600,-5.849,0.965,0,Foster The People,Pumped Up Kicks,84,0
0.45,0.156,101.035,0.314,0.577,0.000116,4,0.66,2,147327,-7.747,0.525,1,Papatinho,Sei Lá (Papatracks#7),70,0
0.68,0.148,139.982,0.0638,0.337,2.21e-06,4,0.741,5,237311,-5.028,0.571,1,Duoroots,Eterna Sereia,51,0
0.66,0.296,82.97,0.0356,0.212,0.0,4,0.568,10,243248,-6.15,0.423,1,TOMORROW X TOGETHER,Ito,67,0
0.808,0.103,123.988,0.117,0.0297,0.000127,4,0.776,11,184104,-4.501,0.494,1,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),85,0
0.676,0.154,99.048,0.027,0.0377,0.0,4,0.713,10,227395,-5.483,0.721,1,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),42,0
0.819,0.173,101.968,0.106,0.0261,0.000354,4,0.891,8,217773,-3.964,0.768,1,J Balvin,Qué Más Pues?,88,0
0.0582,0.116,93.486,0.0617,0.883,0.125,4,0.529,8,271893,-19.131,0.357,1,The Ben Webster Quintet,Makin' Whoopee,47,0
0.926,0.0761,104.997,0.0297,0.309,0.0,4,0.72,8,217429,-5.027,0.846,1,YOASOBI,ツバメ (feat. ミドリーズ),66,0
0.386,0.0804,123.014,0.288,0.333,0.0136,4,0.868,10,165798,-12.354,0.114,0,Sant,Pertence ao Crime,55,0
0.43,0.104,98.895,0.0261,0.833,0.00154,4,0.414,11,228493,-9.221,0.356,1,Shannon Lay,A Thread to Find,41,0
0.555,0.103,77.385,0.0781,0.771,0.012,4,0.624,6,184615,-1.832,0.725,0,Mc Frog,O Porte da 40,73,0
0.35,0.0898,124.966,0.0605,0.58,0.0,4,0.82,7,170629,-9.35,0.427,1,Lucas Pretti,Gosto de Você,28,0
0.382,0.104,132.961,0.0319,0.518,3.63e-05,4,0.686,10,203307,-9.37,0.273,1,Oliver Hazard,Fly Right,42,0
0.667,0.118,170.073,0.0424,0.431,0.0,4,0.559,2,191165,-7.231,0.628,1,Gilsons,Índia,61,0
0.182,0.143,136.094,0.031,0.92,0.0152,3,0.349,5,191973,-13.507,0.178,1,Nat King Cole,Unforgettable,67,0
0.538,0.0695,89.124,0.0315,0.452,0.000415,4,0.638,10,240413,-8.445,0.318,1,Chris Stapleton,Starting Over,66,0
0.412,0.152,143.895,0.0279,0.747,0.0,4,0.522,9,231637,-7.756,0.588,1,Ton Carfi,Minha Vez,59,0
0.416,0.163,145.006,0.0283,0.733,0.0,3,0.414,0,300375,-7.623,0.331,1,Fresno,"INV015: DIGA, PARTE 1 (feat. Mateus Asato)",43,0
0.0735,0.0951,75.939,0.0709,0.784,0.855,4,0.485,6,471173,-20.188,0.332,1,Sonny Rollins,Solitude,44,0
0.76,0.0952,77.95,0.0328,0.406,0.0,4,0.625,5,247125,-2.587,0.525,1,Marília Mendonça,Coração Bandido,62,0
0.476,0.0712,132.964,0.065,0.623,4.85e-06,4,0.873,5,149323,-3.962,0.923,1,Mc Frog,Não Quer Chifre,76,0
0.737,0.179,145.034,0.044,0.331,0.0,4,0.701,8,178759,-3.127,0.807,0,Dada Yute,Lavanda,43,0
0.91,0.0789,104.042,0.0297,0.0285,0.000198,4,0.624,0,193051,-5.703,0.767,1,The Strokes,Last Nite,74,0
0.585,0.0737,95.004,0.0433,0.141,0.000404,4,0.716,7,192476,-11.435,0.684,1,Dupoint,Jogados na Areia,29,0
0.153,0.138,100.222,0.0407,0.978,0.809,4,0.497,5,405227,-12.65,0.276,0,Dexter Gordon,I'm A Fool To Want You,51,0
0.842,0.147,96.012,0.0373,0.0827,0.448,4,0.46,7,240733,-4.937,0.342,1,Strand of Oaks,Galacticana,47,0
0.507,0.0999,121.038,0.0643,0.408,0.00223,4,0.865,1,222149,-9.37,0.135,1,EZOW,Look At That,26,0
0.00756,0.109,133.32,0.0382,0.941,0.00643,4,0.438,0,141133,-26.44,0.277,0,Chet Baker,My Funny Valentine,62,0
0.682,0.0998,74.997,0.131,0.101,0.0,4,0.697,6,141333,-6.015,0.741,0,Felp 22,157,53,0
0.611,0.91,139.474,0.0843,0.376,0.0,4,0.613,6,202767,-6.587,0.628,0,Marília Mendonça,Intenção - Ao Vivo,63,0
0.433,0.466,111.938,0.0342,0.227,0.0,4,0.666,1,162875,-8.655,0.489,0,Borges,Seu Lugar,59,0
0.504,0.21,109.997,0.0348,0.404,0.247,4,0.81,7,138062,-11.008,0.611,1,Rafael Cortez,Que Sorte a Minha,19,0
0.642,0.148,100.014,0.0295,0.0675,4.94e-05,4,0.661,1,166800,-7.315,0.353,0,QARAN,Ki Kehna (feat. R3HAB),48,0
0.27,0.111,156.031,0.0787,0.864,0.501,4,0.704,0,141619,-15.768,0.427,1,João Donato,Ontem e hoje,41,0
0.551,0.07,151.779,0.0352,0.00737,1.82e-05,4,0.634,3,258827,-7.136,0.453,1,Weezer,Say It Ain't So,0,0
0.935,0.0948,164.425,0.0587,0.0111,0.00201,4,0.368,4,203733,-3.204,0.558,1,The Libertines,Can't Stand Me Now,0,0
0.726,0.232,160.064,0.0796,0.334,3.13e-06,4,0.655,10,150260,-7.628,0.766,0,Luísa Sonza,MODO TURBO,67,0
0.649,0.101,158.009,0.0336,0.000603,0.713,4,0.489,9,219827,-5.11,0.77,1,The Strokes,Reptilia,75,0
0.595,0.11,100.027,0.12,0.677,0.0136,4,0.767,1,211200,-7.313,0.704,0,Tiago Nacarato,Areia Fina,46,0
0.163,0.116,88.101,0.0547,0.926,0.861,4,0.581,0,347773,-16.612,0.448,0,Joe Lovano,Stella By Starlight,51,0
0.694,0.203,94.976,0.0652,0.507,0.000509,4,0.802,8,207316,-7.015,0.74,1,Kvi Baba,Too Bad Day But... - (Remix),56,0
0.133,0.125,171.493,0.1,0.805,0.00135,4,0.543,7,188960,-16.846,0.464,0,Gerry Mulligan,Line For Lyons,51,0
0.271,0.0981,87.905,0.0441,0.877,3.09e-05,4,0.492,7,163525,-9.945,0.362,1,Marcelo Cebukin,Esse Ano Não Teve Carnaval,30,0
0.482,0.103,125.212,0.457,0.426,0.0,4,0.648,6,184489,-8.098,0.538,0,Fanieh,Meu Bem,28,0
0.15,0.105,98.66,0.0522,0.984,0.000902,3,0.462,8,207600,-13.531,0.19,1,Billie Holiday,Solitude,60,0
0.516,0.711,142.848,0.156,0.397,0.0,4,0.691,4,217785,-9.437,0.56,1,Thiaguinho,Deixa Tudo Como Tá - Ao Vivo,63,0
0.504,0.0956,155.876,0.0576,0.493,0.0,4,0.739,2,157931,-5.925,0.391,1,Marília Mendonça,Estranho - Ao Vivo | Acústico,58,0
0.447,0.0708,93.024,0.258,0.0297,2.53e-06,4,0.914,9,151020,-5.68,0.453,1,Sael,Esos Días - Spotify Singles,0,0
0.732,0.279,127.938,0.0593,0.0316,1.07e-05,4,0.459,2,188438,-5.493,0.0609,0,David Guetta,Impossible (feat. John Martin),68,0
0.571,0.144,127.955,0.14,0.246,0.0,4,0.757,11,204141,-6.088,0.505,0,Duoroots,O Que Eu Posso Fazer,32,0
0.817,0.159,125.033,0.035,0.0239,2.49e-06,4,0.766,7,138819,-4.253,0.43,1,Alan Walker,Sweet Dreams,79,0
